code_module,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,target,total_clicks,active_days,avg_clicks_per_day,relative_engagement,avg_score,avg_lateness
DDD,2014J,677632,F,South Region,A Level or Equivalent,30-40%,0-35,0,60,N,Withdrawn,1,138.0,15.0,2.4642857142857144,-0.4892221133967051,85.0,0.0
DDD,2014J,677832,M,Yorkshire Region,A Level or Equivalent,40-50%,0-35,0,120,N,Pass,0,235.0,27.0,1.8951612903225807,-0.25406679184443476,80.0,-1.0
DDD,2014J,677988,F,Scotland,Lower Than A Level,20-30%,0-35,0,60,N,Withdrawn,1,19.0,3.0,1.1875,-0.7777116315896966,0.0,0.0
DDD,2014J,678041,M,North Region,Post Graduate Qualification,?,35-55,0,60,N,Pass,0,221.0,27.0,2.0654205607476634,-0.2880067351612573,80.0,0.0
DDD,2014J,678058,M,South West Region,Lower Than A Level,90-100%,0-35,0,60,N,Fail,1,96.0,13.0,2.2325581395348837,-0.5910419433471727,30.0,3.0
DDD,2014J,678065,F,North Western Region,A Level or Equivalent,0-10%,0-35,0,60,N,Fail,1,133.0,14.0,2.7142857142857144,-0.5013435217241418,80.0,-1.0
DDD,2014J,678102,F,Scotland,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,0,364.0,22.0,2.656934306569343,0.05866554300342998,90.0,-1.0
DDD,2014J,678219,M,South East Region,A Level or Equivalent,0-10%,0-35,0,60,N,Withdrawn,1,180.0,14.0,2.5,-0.38740228344623756,65.0,-1.0
DDD,2014J,678231,M,South Region,A Level or Equivalent,60-70%,0-35,0,60,N,Withdrawn,1,67.0,9.0,1.9705882352941178,-0.6613461116463051,65.0,0.0
DDD,2014J,678233,F,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,0,386.0,30.0,2.556291390728477,0.1119997396441511,85.0,-2.0
DDD,2014J,678240,M,Scotland,HE Qualification,60-70%,0-35,0,120,N,Distinction,0,373.0,36.0,2.1941176470588237,0.08048407799281589,95.0,-1.0
DDD,2014J,678246,F,Scotland,HE Qualification,20-30%,35-55,0,180,N,Withdrawn,1,0.0,0.0,0.0,-1.0,100.0,-7.0
DDD,2014J,678262,F,South West Region,A Level or Equivalent,60-70%,0-35,0,120,N,Withdrawn,1,107.0,9.0,3.242424242424242,-0.5643748450268121,0.0,0.0
DDD,2014J,678382,M,South West Region,Lower Than A Level,30-40%,0-35,0,120,N,Withdrawn,1,0.0,0.0,0.0,-1.0,0.0,0.0
DDD,2014J,678490,F,Ireland,HE Qualification,60-70%,0-35,0,120,N,Pass,0,698.0,27.0,4.1301775147929,0.868375619276196,80.0,-12.0
DDD,2014J,678605,M,South Region,Lower Than A Level,40-50%,35-55,0,150,N,Fail,1,220.0,22.0,2.528735632183908,-0.2904310168267446,90.0,-3.0
DDD,2014J,678737,M,South West Region,Lower Than A Level,90-100%,35-55,0,120,N,Withdrawn,1,25.0,3.0,2.7777777777777777,-0.7631659415967726,0.0,0.0
DDD,2014J,678790,M,Wales,A Level or Equivalent,90-100%,0-35,0,120,N,Pass,0,221.0,22.0,2.3763440860215055,-0.2880067351612573,85.33333333333333,1.3333333333333333
DDD,2014J,678844,M,East Anglian Region,HE Qualification,80-90%,0-35,0,60,N,Distinction,0,206.0,19.0,2.2888888888888888,-0.32437096014356714,90.0,-2.0
DDD,2014J,678941,M,South West Region,HE Qualification,80-90%,35-55,0,120,N,Distinction,0,140.0,12.0,2.857142857142857,-0.48437355006573046,85.0,14.0
DDD,2014J,679000,M,East Midlands Region,Lower Than A Level,60-70%,0-35,0,180,Y,Withdrawn,1,526.0,30.0,3.506666666666667,0.4513991728123764,0.0,0.0
DDD,2014J,679179,M,Scotland,HE Qualification,20-30%,0-35,0,90,N,Fail,1,166.0,6.0,4.15,-0.42134222676306005,80.0,0.3333333333333333
DDD,2014J,679234,F,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,120,N,Withdrawn,1,0.0,0.0,0.0,-1.0,0.0,0.0
DDD,2014J,679255,M,North Western Region,Lower Than A Level,50-60%,0-35,0,60,N,Withdrawn,1,152.0,14.0,2.8679245283018866,-0.4552821700798826,35.0,-10.0
DDD,2014J,679388,F,South West Region,A Level or Equivalent,30-40%,0-35,0,120,N,Withdrawn,1,22.0,4.0,1.6923076923076923,-0.7704387865932346,0.0,0.0
DDD,2014J,679395,F,Ireland,Lower Than A Level,10-20,0-35,0,60,Y,Fail,1,219.0,22.0,2.0091743119266057,-0.2928552984922319,50.0,0.0
DDD,2014J,679427,M,East Anglian Region,Lower Than A Level,10-20,0-35,0,120,N,Withdrawn,1,145.0,8.0,3.5365853658536586,-0.4722521417382939,0.0,0.0
DDD,2014J,679454,M,London Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,0,230.0,23.0,2.149532710280374,-0.2661882001718714,85.0,0.0
DDD,2014J,679525,M,London Region,A Level or Equivalent,60-70%,0-35,0,90,N,Pass,0,1340.0,49.0,3.4447300771208225,2.4247644485190576,70.0,-2.0
DDD,2014J,679558,M,East Anglian Region,Lower Than A Level,40-50%,0-35,0,180,N,Withdrawn,1,95.0,13.0,1.3768115942028984,-0.59346622501266,75.0,-1.0
DDD,2014J,679582,M,South Region,A Level or Equivalent,70-80%,0-35,0,60,N,Fail,1,112.0,14.0,2.1538461538461537,-0.5522534366993755,85.0,0.0
DDD,2014J,679760,M,Scotland,Lower Than A Level,40-50%,0-35,0,60,N,Withdrawn,1,50.0,12.0,1.3888888888888888,-0.7025588999595896,40.0,-2.0
DDD,2014J,679777,M,West Midlands Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,0,3720.0,41.0,6.751361161524501,8.194554812378888,90.0,-2.0
DDD,2014J,679854,F,North Region,HE Qualification,?,0-35,0,90,N,Distinction,0,1718.0,48.0,4.668478260869565,3.341142918073266,100.0,-3.0
DDD,2014J,679897,F,London Region,Lower Than A Level,50-60%,0-35,0,120,N,Pass,0,229.0,22.0,2.2450980392156863,-0.2686124818373587,75.0,0.0
DDD,2014J,680017,M,South Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,0,637.0,34.0,2.2508833922261484,0.7204944376814693,90.0,-1.0
DDD,2014J,680025,F,South Region,Lower Than A Level,90-100%,0-35,0,60,N,Pass,0,269.0,18.0,2.6372549019607843,-0.17164121521786574,75.0,-3.0
DDD,2014J,680087,M,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,0,245.0,21.0,3.0246913580246915,-0.22982397518956152,80.0,-3.0
DDD,2014J,680293,F,North Region,A Level or Equivalent,?,0-35,0,60,N,Withdrawn,1,42.0,4.0,3.5,-0.7219531532834882,0.0,0.0
DDD,2014J,680314,F,North Region,A Level or Equivalent,40-50%,0-35,0,150,N,Withdrawn,1,229.0,23.0,2.081818181818182,-0.2686124818373587,95.0,-4.0
DDD,2014J,680331,M,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,120,Y,Fail,1,44.0,7.0,1.76,-0.7171045899525136,75.0,-1.0
DDD,2014J,680373,F,North Western Region,HE Qualification,20-30%,35-55,0,60,N,Withdrawn,1,346.0,22.0,3.295238095238095,0.015028473024658156,90.0,-1.0
DDD,2014J,680414,M,East Midlands Region,A Level or Equivalent,10-20,0-35,0,80,N,Fail,1,1081.0,29.0,3.315950920245399,1.796875497157841,60.0,-9.0
DDD,2014J,680431,M,Wales,Lower Than A Level,60-70%,0-35,0,60,N,Fail,1,649.0,43.0,3.0904761904761906,0.7495858176673171,70.0,-3.0
DDD,2014J,680492,M,London Region,HE Qualification,40-50%,35-55,0,90,N,Pass,0,659.0,40.0,2.7344398340248963,0.7738286343221904,85.33333333333333,-5.333333333333333
DDD,2014J,680612,M,South West Region,A Level or Equivalent,10-20,0-35,0,60,N,Withdrawn,1,95.0,5.0,2.5675675675675675,-0.59346622501266,0.0,0.0
DDD,2014J,680626,M,Yorkshire Region,Lower Than A Level,20-30%,0-35,0,60,N,Fail,1,87.0,16.0,2.175,-0.6128604783365587,45.0,0.0
DDD,2014J,680698,M,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,120,N,Withdrawn,1,1.0,1.0,1.0,-0.8213487015684684,0.0,0.0
DDD,2014J,680728,M,South West Region,Lower Than A Level,30-40%,0-35,0,60,N,Fail,1,119.0,13.0,2.6444444444444444,-0.5352834650409642,70.0,-1.0
DDD,2014J,680733,M,East Anglian Region,A Level or Equivalent,30-40%,0-35,0,120,Y,Withdrawn,1,178.0,16.0,2.78125,-0.39225084677721217,60.0,-5.0
DDD,2014J,680764,F,East Anglian Region,HE Qualification,80-90%,0-35,0,120,N,Withdrawn,1,139.0,10.0,2.0144927536231885,-0.4867978317312178,55.0,0.0
DDD,2014J,680807,M,North Western Region,HE Qualification,30-40%,0-35,0,120,N,Fail,1,46.0,8.0,1.4838709677419355,-0.7122560266215389,0.0,0.0
DDD,2014J,680812,M,South East Region,A Level or Equivalent,60-70%,0-35,0,60,N,Fail,1,187.0,13.0,2.032608695652174,-0.37043231178782626,75.0,0.0
DDD,2014J,680817,F,London Region,A Level or Equivalent,10-20,0-35,0,120,N,Pass,0,152.0,16.0,2.303030303030303,-0.4552821700798826,65.0,0.0
DDD,2014J,680846,M,North Region,Lower Than A Level,50-60%,0-35,0,60,N,Withdrawn,1,0.0,0.0,0.0,-1.0,0.0,0.0
DDD,2014J,680973,M,East Midlands Region,A Level or Equivalent,70-80%,0-35,0,60,N,Fail,1,120.0,14.0,2.5,-0.532859183375477,75.0,0.0
DDD,2014J,680981,M,Yorkshire Region,Lower Than A Level,20-30%,0-35,0,120,N,Withdrawn,1,42.0,6.0,1.826086956521739,-0.7219531532834882,75.0,0.0
DDD,2014J,680996,M,South West Region,A Level or Equivalent,60-70%,0-35,0,120,Y,Pass,0,96.0,9.0,2.341463414634146,-0.5910419433471727,70.0,-1.0
DDD,2014J,681059,M,East Midlands Region,A Level or Equivalent,50-60%,0-35,0,60,N,Distinction,0,179.0,23.0,1.9042553191489362,-0.38982656511172487,90.0,-2.0
DDD,2014J,681125,M,South West Region,Lower Than A Level,50-60%,0-35,0,60,N,Withdrawn,1,51.0,8.0,2.217391304347826,-0.7001346182941023,25.0,2.0
DDD,2014J,681182,M,West Midlands Region,HE Qualification,10-20,0-35,0,60,N,Withdrawn,1,224.0,18.0,1.9145299145299146,-0.28073389016479533,0.0,0.0
DDD,2014J,681210,M,North Western Region,Lower Than A Level,70-80%,0-35,0,180,N,Withdrawn,1,449.0,6.0,3.2071428571428573,0.26472948456985246,0.0,0.0
DDD,2014J,681211,M,South West Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,0,40.0,6.0,1.8181818181818181,-0.7268017166144628,75.0,0.0
DDD,2014J,681241,F,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,120,Y,Pass,0,343.0,26.0,2.5597014925373136,0.0077556280281961855,65.0,-1.0
DDD,2014J,681356,F,Scotland,HE Qualification,20-30%,0-35,0,90,N,Pass,0,70.0,9.0,3.1818181818181817,-0.6540732666498431,70.0,6.0
DDD,2014J,681425,M,West Midlands Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,0,214.0,13.0,1.829059829059829,-0.30497670681966854,85.0,-19.0
DDD,2014J,681440,F,South East Region,HE Qualification,80-90%,0-35,0,120,N,Pass,0,677.0,50.0,3.1784037558685445,0.8174657043009622,60.0,-5.0
DDD,2014J,681495,M,North Western Region,A Level or Equivalent,20-30%,0-35,0,60,N,Fail,1,160.0,19.0,1.8604651162790697,-0.435887916755984,65.0,-1.0
DDD,2014J,681528,M,South West Region,A Level or Equivalent,10-20,0-35,0,120,N,Fail,1,49.0,9.0,2.227272727272727,-0.7049831816250769,50.0,-1.0
DDD,2014J,681638,F,London Region,A Level or Equivalent,0-10%,0-35,0,120,N,Withdrawn,1,0.0,0.0,0.0,-1.0,0.0,0.0
DDD,2014J,681695,F,South East Region,Lower Than A Level,10-20,0-35,0,120,N,Withdrawn,1,6.0,2.0,1.2,-0.8092272932410318,0.0,0.0
DDD,2014J,681705,M,South East Region,Lower Than A Level,40-50%,0-35,0,120,N,Fail,1,53.0,9.0,1.65625,-0.6952860549631277,85.0,0.0
DDD,2014J,681729,F,South Region,A Level or Equivalent,40-50%,35-55,0,90,N,Distinction,0,495.0,30.0,2.4029126213592233,0.37624644118226935,100.0,0.0
DDD,2014J,681746,F,South East Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,0,766.0,51.0,2.3425076452599387,1.033226772529334,70.0,0.0
DDD,2014J,681799,M,Yorkshire Region,A Level or Equivalent,90-100%,0-35,0,60,N,Distinction,0,268.0,22.0,2.310344827586207,-0.17406549688335307,90.0,-2.0
DDD,2014J,681854,M,North Western Region,A Level or Equivalent,20-30%,0-35,0,60,N,Withdrawn,1,96.0,18.0,1.8823529411764706,-0.5910419433471727,65.0,0.0
DDD,2014J,681872,M,Scotland,A Level or Equivalent,20-30%,0-35,0,60,N,Fail,1,4.0,1.0,1.3333333333333333,-0.8140758565720064,80.0,2.0
DDD,2014J,681923,F,East Anglian Region,Lower Than A Level,50-60%,0-35,0,60,N,Fail,1,474.0,35.0,2.125560538116592,0.32533652620703557,75.0,-1.0
DDD,2014J,681960,M,Yorkshire Region,Lower Than A Level,10-20,0-35,0,210,N,Withdrawn,1,0.0,0.0,0.0,-1.0,0.0,0.0
DDD,2014J,682018,M,Yorkshire Region,Lower Than A Level,10-20,0-35,0,60,N,Fail,1,72.0,5.0,2.25,-0.6492247033188685,55.0,7.0
DDD,2014J,682022,M,Scotland,Lower Than A Level,90-100%,0-35,0,60,N,Pass,0,421.0,25.0,3.1185185185185187,0.1968495979362074,50.0,-2.0
DDD,2014J,682031,F,North Western Region,A Level or Equivalent,0-10%,0-35,0,120,N,Withdrawn,1,1288.0,61.0,2.9814814814814814,2.298701801913717,45.0,-5.0
DDD,2014J,682117,M,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,0,188.0,21.0,1.8431372549019607,-0.36800803012233896,70.0,-1.0
DDD,2014J,682242,F,South Region,A Level or Equivalent,30-40%,0-35,0,90,N,Fail,1,0.0,0.0,0.0,-1.0,0.0,0.0
DDD,2014J,682294,F,East Midlands Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,0,652.0,36.0,3.1346153846153846,0.7568586626637791,90.0,-4.0
DDD,2014J,682299,M,East Anglian Region,Lower Than A Level,30-40%,0-35,0,60,N,Pass,0,358.0,24.0,2.671641791044776,0.044119853010506034,75.0,-3.0
DDD,2014J,682306,F,North Western Region,HE Qualification,70-80%,35-55,0,60,N,Pass,0,1410.0,37.0,4.2727272727272725,2.59446416510317,70.0,-6.0
DDD,2014J,682385,F,East Anglian Region,Lower Than A Level,50-60%,35-55,0,60,Y,Fail,1,640.0,41.0,2.4334600760456273,0.7277672826779312,70.0,-10.0
DDD,2014J,682541,M,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,120,N,Pass,0,112.0,17.0,1.6231884057971016,-0.5522534366993755,75.0,0.0
DDD,2014J,682660,M,East Midlands Region,Lower Than A Level,40-50%,0-35,0,60,N,Pass,0,441.0,24.0,3.2426470588235294,0.24533523124595388,80.0,-1.0
DDD,2014J,682684,M,South West Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,0,446.0,29.0,2.055299539170507,0.2574566395733905,95.0,-1.0
DDD,2014J,682692,M,North Region,Lower Than A Level,?,0-35,0,90,N,Pass,0,437.0,31.0,2.441340782122905,0.23563810458400458,70.0,-4.0
DDD,2014J,682740,F,North Western Region,Lower Than A Level,20-30%,0-35,0,120,N,Pass,0,341.0,36.0,2.544776119402985,0.0029070646972215383,75.0,-2.0
DDD,2014J,682787,M,North Western Region,A Level or Equivalent,50-60%,0-35,0,60,N,Withdrawn,1,85.0,12.0,1.7,-0.6177090416675333,70.0,-2.0
DDD,2014J,682813,M,North Western Region,A Level or Equivalent,30-40%,0-35,0,90,N,Withdrawn,1,258.0,44.0,2.168067226890756,-0.1983083135382263,60.0,-9.0
DDD,2014J,682819,F,Scotland,HE Qualification,20-30%,0-35,0,60,N,Fail,1,386.0,26.0,3.138211382113821,0.1119997396441511,85.0,-1.0
DDD,2014J,682897,F,East Anglian Region,A Level or Equivalent,20-30%,0-35,0,120,N,Pass,0,356.0,19.0,1.78,0.03927128967953139,70.0,-1.0
DDD,2014J,682968,M,Ireland,Lower Than A Level,?,35-55,0,60,N,Pass,0,592.0,36.0,1.6914285714285715,0.6114017627345397,70.0,-9.0
DDD,2014J,683091,F,North Region,HE Qualification,?,35-55,0,60,N,Distinction,0,877.0,39.0,2.903973509933775,1.302322037398427,70.0,-14.0
DDD,2014J,683340,F,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,120,N,Withdrawn,1,0.0,0.0,0.0,-1.0,0.0,0.0
DDD,2014J,683396,M,Yorkshire Region,HE Qualification,50-60%,0-35,0,60,N,Fail,1,264.0,25.0,2.693877551020408,-0.18376262354530237,85.0,-1.0
DDD,2014J,683486,M,London Region,Lower Than A Level,0-10%,0-35,0,60,N,Withdrawn,1,392.0,38.0,2.2528735632183907,0.12654542963707505,50.0,-3.0
DDD,2014J,683487,F,North Western Region,Lower Than A Level,0-10%,0-35,0,180,Y,Withdrawn,1,301.0,25.0,2.1347517730496453,-0.0940642019222714,50.0,4.0
DDD,2014J,683648,F,Scotland,Lower Than A Level,70-80%,0-35,0,60,N,Pass,0,704.0,40.0,2.957983193277311,0.8829213092691199,80.0,-2.0
DDD,2014J,683653,M,South East Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,0,196.0,33.0,1.6896551724137931,-0.34861377679844036,85.0,0.0
DDD,2014J,683713,F,Scotland,A Level or Equivalent,70-80%,35-55,0,120,N,Pass,0,654.0,53.0,1.9464285714285714,0.7617072259947538,80.0,-3.0
DDD,2014J,683718,M,Scotland,A Level or Equivalent,90-100%,35-55,0,90,N,Pass,0,510.0,24.0,3.311688311688312,0.4126106661645792,95.0,0.0
DDD,2014J,684095,M,South East Region,A Level or Equivalent,50-60%,0-35,0,90,Y,Pass,0,507.0,37.0,3.1490683229813663,0.40533782116811723,80.0,-1.0
DDD,2014J,684141,M,Scotland,HE Qualification,80-90%,0-35,0,60,N,Pass,0,371.0,18.0,3.3423423423423424,0.07563551466184125,55.0,-4.0
DDD,2014J,684215,M,South East Region,Lower Than A Level,40-50%,0-35,0,60,N,Withdrawn,1,0.0,0.0,0.0,-1.0,0.0,0.0
DDD,2014J,684217,M,Scotland,Lower Than A Level,60-70%,0-35,0,60,N,Pass,0,149.0,14.0,1.6373626373626373,-0.46255501507634456,60.0,0.0
DDD,2014J,684233,M,North Western Region,Lower Than A Level,30-40%,0-35,0,60,N,Pass,0,325.0,21.0,2.272727272727273,-0.03588144195057564,60.0,-2.0
DDD,2014J,684241,M,East Anglian Region,HE Qualification,90-100%,35-55,0,60,N,Distinction,0,250.0,23.0,2.5,-0.21770256686212489,100.0,-1.0
DDD,2014J,684305,F,South West Region,A Level or Equivalent,10-20,0-35,0,90,N,Fail,1,134.0,10.0,4.0606060606060606,-0.4989192400586544,40.0,0.0
DDD,2014J,684407,M,South Region,A Level or Equivalent,70-80%,0-35,0,60,N,Distinction,0,303.0,18.0,2.2116788321167884,-0.08921563859129675,60.0,-1.0
DDD,2014J,684441,F,East Anglian Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,0,36.0,7.0,1.8,-0.7364988432764121,75.0,-7.0
DDD,2014J,684480,M,South East Region,HE Qualification,70-80%,55<=,0,60,N,Distinction,0,554.0,34.0,3.0273224043715845,0.5192790594460215,85.0,-6.0
DDD,2014J,684632,F,South West Region,A Level or Equivalent,70-80%,0-35,0,60,N,Distinction,0,467.0,43.0,2.882716049382716,0.30836655454862427,95.0,-1.0
DDD,2014J,684663,M,Scotland,Lower Than A Level,70-80%,0-35,0,120,Y,Fail,1,222.0,22.0,2.674698795180723,-0.28558245349576994,80.0,-1.3333333333333333
DDD,2014J,684712,M,East Anglian Region,HE Qualification,40-50%,0-35,0,60,N,Withdrawn,1,18.0,1.0,4.5,-0.7801359132551839,0.0,0.0
DDD,2014J,684744,F,South Region,A Level or Equivalent,30-40%,0-35,0,60,N,Withdrawn,1,365.0,25.0,2.3856209150326797,0.061089824668917304,55.0,-2.0
DDD,2014J,684854,M,Wales,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,0,510.0,27.0,2.4401913875598087,0.4126106661645792,95.0,-3.0
DDD,2014J,684868,M,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,120,N,Withdrawn,1,62.0,5.0,2.9523809523809526,-0.6734675199737418,80.0,0.0
DDD,2014J,684886,F,South East Region,Lower Than A Level,10-20,0-35,0,120,N,Withdrawn,1,0.0,0.0,0.0,-1.0,0.0,0.0
DDD,2014J,684887,M,South East Region,Lower Than A Level,10-20,0-35,0,120,N,Withdrawn,1,0.0,0.0,0.0,-1.0,0.0,0.0
DDD,2014J,684936,M,South Region,A Level or Equivalent,30-40%,0-35,0,60,N,Fail,1,353.0,19.0,2.8015873015873014,0.03199844468306942,75.0,0.0
DDD,2014J,685015,M,West Midlands Region,A Level or Equivalent,30-40%,35-55,0,150,N,Pass,0,597.0,36.0,3.73125,0.6235231710619763,70.0,0.0
DDD,2014J,685033,M,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,120,N,Withdrawn,1,1.0,1.0,1.0,-0.8213487015684684,0.0,0.0
DDD,2014J,685069,F,South East Region,A Level or Equivalent,20-30%,0-35,0,120,Y,Withdrawn,1,122.0,21.0,1.8208955223880596,-0.5280106200445023,45.0,0.0
DDD,2014J,685085,M,North Region,Post Graduate Qualification,?,35-55,0,60,N,Pass,0,254.0,20.0,2.2882882882882885,-0.2080054402001756,65.0,-4.0
DDD,2014J,685123,M,Yorkshire Region,A Level or Equivalent,90-100%,0-35,0,60,N,Withdrawn,1,190.0,20.0,2.7142857142857144,-0.3631594667913643,0.0,0.0
DDD,2014J,685191,M,South Region,HE Qualification,90-100%,0-35,0,90,N,Distinction,0,501.0,39.0,2.1228813559322033,0.3907921311751933,75.0,-2.0
DDD,2014J,685224,M,West Midlands Region,A Level or Equivalent,20-30%,35-55,0,60,N,Distinction,0,366.0,19.0,3.588235294117647,0.06351410633440463,90.0,-1.0
DDD,2014J,685294,M,South Region,HE Qualification,70-80%,35-55,0,60,N,Pass,0,732.0,48.0,2.568421052631579,0.950801195902765,75.0,-1.0
DDD,2014J,685403,M,South East Region,A Level or Equivalent,30-40%,0-35,0,60,N,Withdrawn,1,0.0,0.0,0.0,-1.0,0.0,0.0
DDD,2014J,685412,M,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,120,N,Distinction,0,85.0,12.0,1.9318181818181819,-0.6177090416675333,90.0,1.0
DDD,2014J,685458,M,North Western Region,Lower Than A Level,20-30%,0-35,0,120,N,Pass,0,402.0,36.0,2.364705882352941,0.15078824629194826,89.0,0.0
DDD,2014J,685474,M,North Region,HE Qualification,?,0-35,0,90,N,Withdrawn,1,128.0,16.0,1.8028169014084507,-0.5134649300515783,57.0,0.6666666666666666
DDD,2014J,685546,M,North Region,A Level or Equivalent,30-40%,0-35,0,90,N,Withdrawn,1,10.0,3.0,1.6666666666666667,-0.7995301665790825,0.0,0.0
DDD,2014J,685611,M,Scotland,A Level or Equivalent,60-70%,0-35,0,90,N,Pass,0,815.0,46.0,2.8798586572438163,1.152016574138213,85.0,-4.0
DDD,2014J,685615,F,Wales,A Level or Equivalent,90-100%,0-35,0,90,N,Pass,0,432.0,36.0,2.7169811320754715,0.22351669625656798,90.0,0.0
DDD,2014J,685623,F,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,60,N,Pass,0,182.0,8.0,2.2195121951219514,-0.3825537201152629,85.0,0.0
DDD,2014J,685639,M,West Midlands Region,HE Qualification,0-10%,0-35,0,60,N,Withdrawn,1,4.0,2.0,1.0,-0.8140758565720064,0.0,0.0
DDD,2014J,685661,F,South West Region,A Level or Equivalent,70-80%,35-55,0,60,N,Withdrawn,1,0.0,0.0,0.0,-1.0,0.0,0.0
DDD,2014J,685697,F,Yorkshire Region,A Level or Equivalent,20-30%,0-35,0,120,N,Pass,0,294.0,22.0,1.7604790419161678,-0.11103417358068267,85.0,-2.0
DDD,2014J,685843,M,Scotland,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,0,322.0,24.0,2.2836879432624113,-0.04315428694703761,60.0,-1.0
DDD,2014J,685910,F,Scotland,Lower Than A Level,60-70%,0-35,0,60,N,Fail,1,428.0,20.0,3.0354609929078014,0.21381956959461867,50.0,0.0
DDD,2014J,685964,M,North Region,Lower Than A Level,?,0-35,0,120,N,Distinction,0,461.0,34.0,1.81496062992126,0.29382086455570033,91.0,-6.0
DDD,2014J,686003,F,South West Region,A Level or Equivalent,50-60%,0-35,0,210,N,Withdrawn,1,14.0,4.0,1.75,-0.7898330399171333,0.0,0.0
DDD,2014J,686018,M,North Region,HE Qualification,?,0-35,0,90,N,Pass,0,598.0,45.0,2.3,0.6259474527274637,81.66666666666667,0.6666666666666666
DDD,2014J,686038,F,South Region,Lower Than A Level,70-80%,0-35,0,60,N,Pass,0,507.0,42.0,2.1948051948051948,0.40533782116811723,65.0,-1.0
DDD,2014J,686078,F,Scotland,A Level or Equivalent,20-30%,0-35,0,60,N,Withdrawn,1,265.0,25.0,1.7905405405405406,-0.18133834187981504,65.0,-2.0
DDD,2014J,686268,M,South Region,A Level or Equivalent,80-90%,0-35,0,120,N,Fail,1,196.0,22.0,1.798165137614679,-0.34861377679844036,66.33333333333333,0.3333333333333333
DDD,2014J,686312,F,East Midlands Region,Lower Than A Level,80-90%,0-35,0,60,N,Pass,0,728.0,41.0,2.08,0.9411040692408157,85.0,-3.0
DDD,2014J,686313,F,North Western Region,A Level or Equivalent,90-100%,0-35,0,60,N,Withdrawn,1,5.0,2.0,1.0,-0.8116515749065192,0.0,0.0
DDD,2014J,686370,M,North Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,0,478.0,36.0,3.0253164556962027,0.33503365286898484,85.0,-3.0
DDD,2014J,686384,M,South East Region,A Level or Equivalent,20-30%,0-35,0,60,N,Withdrawn,1,209.0,24.0,2.154639175257732,-0.3170981151471052,60.0,0.0
DDD,2014J,686399,M,West Midlands Region,Lower Than A Level,10-20,0-35,0,120,N,Pass,0,325.0,19.0,2.288732394366197,-0.03588144195057564,75.0,-1.0
DDD,2014J,686549,M,East Midlands Region,Lower Than A Level,10-20,0-35,0,60,N,Fail,1,165.0,10.0,3.3,-0.4237665084285474,50.0,0.0
DDD,2014J,686584,F,North Western Region,A Level or Equivalent,90-100%,0-35,0,120,Y,Pass,0,113.0,30.0,1.4303797468354431,-0.5498291550338882,84.0,0.6666666666666666
DDD,2014J,686766,F,North Region,Lower Than A Level,?,0-35,0,90,Y,Pass,0,593.0,30.0,3.1047120418848166,0.6138260444000271,95.0,-3.0
DDD,2014J,686838,M,Scotland,Lower Than A Level,30-40%,0-35,0,120,N,Fail,1,109.0,21.0,1.8166666666666667,-0.5595262816958375,45.0,-3.0
DDD,2014J,686854,M,North Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,0,245.0,19.0,1.8846153846153846,-0.22982397518956152,70.0,-2.0
DDD,2014J,686871,M,Ireland,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,0,74.0,21.0,1.510204081632653,-0.6443761399878938,80.0,-1.0
DDD,2014J,687050,F,London Region,HE Qualification,30-40%,0-35,0,90,N,Fail,1,104.0,13.0,2.0392156862745097,-0.5716476900232741,50.0,-3.0
DDD,2014J,687244,M,East Midlands Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,0,106.0,10.0,2.4651162790697674,-0.5667991266922995,80.0,-2.0
