Student_ID,Prediction_Band,Primary_Risk_Factors,Intervention_Status,Risk_Probability
649701,band_1,Low Early Assessment Score | Low Total Clicks | Low Active Days,ACTION REQUIRED: High Risk,99.4%
160401,band_1,Low Early Assessment Score | Low Total Clicks | Low Active Days,ACTION REQUIRED: High Risk,86.1%
620389,band_1,Low Early Assessment Score | Low Total Clicks | Low Active Days,ACTION REQUIRED: High Risk,86.1%
270435,band_1,Low Early Assessment Score | Late Assessment Submission | High Study Load,ACTION REQUIRED: High Risk,86.1%
2692101,band_1,Low Active Days | Below-Average Engagement | Late Assessment Submission,ACTION REQUIRED: High Risk,86.1%
592124,band_1,Low Early Assessment Score | Low Total Clicks | Low Active Days,ACTION REQUIRED: High Risk,86.1%
584514,band_1,Below-Average Engagement | Previous Attempts,ACTION REQUIRED: High Risk,86.1%
622538,band_1,Low Early Assessment Score | Low Total Clicks | Low Active Days,ACTION REQUIRED: High Risk,86.1%
594615,band_1,Low Active Days | Below-Average Engagement | Previous Attempts,ACTION REQUIRED: High Risk,86.1%
681872,band_1,Low Total Clicks | Low Active Days | Below-Average Engagement,ACTION REQUIRED: High Risk,86.1%
414803,band_1,Low Early Assessment Score | Low Total Clicks | Low Active Days,ACTION REQUIRED: High Risk,86.1%
546455,band_1,Low Early Assessment Score | Low Total Clicks | Low Active Days,ACTION REQUIRED: High Risk,86.1%
695799,band_1,Low Early Assessment Score | Low Total Clicks | Low Active Days,ACTION REQUIRED: High Risk,86.1%
600428,band_1,Low Total Clicks | Low Active Days | Below-Average Engagement,ACTION REQUIRED: High Risk,86.1%
340399,band_1,Low Total Clicks | Below-Average Engagement | Late Assessment Submission,ACTION REQUIRED: High Risk,86.1%
612113,band_1,Low Early Assessment Score | Low Total Clicks | Low Active Days,ACTION REQUIRED: High Risk,86.1%
591725,band_1,Low Total Clicks | Low Active Days | Below-Average Engagement,ACTION REQUIRED: High Risk,86.1%
521601,band_1,Low Early Assessment Score | Low Total Clicks | Below-Average Engagement,ACTION REQUIRED: High Risk,86.1%
331156,band_1,Low Early Assessment Score | Low Total Clicks | Below-Average Engagement,ACTION REQUIRED: High Risk,86.0%
501897,band_1,Low Early Assessment Score | Below-Average Engagement | Late Assessment Submission,ACTION REQUIRED: High Risk,86.0%
618963,band_1,Low Early Assessment Score | Below-Average Engagement,ACTION REQUIRED: High Risk,86.0%
82201,band_1,Low Total Clicks | Low Active Days | Below-Average Engagement,ACTION REQUIRED: High Risk,86.0%
605394,band_1,Low Total Clicks | Low Active Days | Below-Average Engagement,ACTION REQUIRED: High Risk,86.0%
502640,band_1,Low Early Assessment Score | Below-Average Engagement,ACTION REQUIRED: High Risk,86.0%
613038,band_1,Low Total Clicks | Low Active Days | Below-Average Engagement,ACTION REQUIRED: High Risk,86.0%
415812,band_1,Low Total Clicks | Below-Average Engagement | Late Assessment Submission,ACTION REQUIRED: High Risk,86.0%
692297,band_1,Low Total Clicks | Low Active Days | Below-Average Engagement,ACTION REQUIRED: High Risk,86.0%
651176,band_1,Low Early Assessment Score | Below-Average Engagement,ACTION REQUIRED: High Risk,86.0%
271274,band_1,Low Early Assessment Score | Low Total Clicks | Low Active Days,ACTION REQUIRED: High Risk,86.0%
288380,band_1,Low Total Clicks | Low Active Days | Below-Average Engagement,ACTION REQUIRED: High Risk,86.0%
532859,band_1,Low Early Assessment Score | Low Total Clicks | Below-Average Engagement,ACTION REQUIRED: High Risk,86.0%
584077,band_1,Low Total Clicks | Low Active Days | Below-Average Engagement,ACTION REQUIRED: High Risk,86.0%
625928,band_1,Low Early Assessment Score | Below-Average Engagement | Late Assessment Submission,ACTION REQUIRED: High Risk,86.0%
547372,band_1,Low Early Assessment Score | Low Total Clicks | Low Active Days,ACTION REQUIRED: High Risk,86.0%
123598,band_1,Low Total Clicks | Low Active Days | Below-Average Engagement,ACTION REQUIRED: High Risk,86.0%
646821,band_1,Low Early Assessment Score | Low Total Clicks | Low Active Days,ACTION REQUIRED: High Risk,86.0%
72349,band_1,Low Early Assessment Score | Below-Average Engagement,ACTION REQUIRED: High Risk,86.0%
518711,band_1,Low Early Assessment Score | Low Total Clicks | Low Active Days,ACTION REQUIRED: High Risk,85.9%
546643,band_1,Low Early Assessment Score | Below-Average Engagement | High Study Load,ACTION REQUIRED: High Risk,85.9%
581027,band_1,Low Early Assessment Score | Low Total Clicks | Below-Average Engagement,ACTION REQUIRED: High Risk,85.9%
243510,band_1,Low Early Assessment Score | Below-Average Engagement,ACTION REQUIRED: High Risk,85.9%
605445,band_1,Low Early Assessment Score | Low Total Clicks | Below-Average Engagement,ACTION REQUIRED: High Risk,85.9%
591787,band_1,Low Total Clicks | Low Active Days | Below-Average Engagement,ACTION REQUIRED: High Risk,85.9%
540530,band_1,Low Total Clicks | Below-Average Engagement | Late Assessment Submission,ACTION REQUIRED: High Risk,85.9%
596137,band_1,Low Early Assessment Score | Low Active Days | Below-Average Engagement,ACTION REQUIRED: High Risk,85.9%
1848820,band_1,Low Total Clicks | Low Active Days | Below-Average Engagement,ACTION REQUIRED: High Risk,85.9%
551274,band_1,Low Total Clicks | Low Active Days | Below-Average Engagement,ACTION REQUIRED: High Risk,85.9%
397292,band_1,Low Active Days | Below-Average Engagement | Late Assessment Submission,ACTION REQUIRED: High Risk,85.9%
324319,band_1,Low Early Assessment Score | Low Total Clicks | Below-Average Engagement,ACTION REQUIRED: High Risk,85.9%
651267,band_1,Low Early Assessment Score | Late Assessment Submission | High Study Load,ACTION REQUIRED: High Risk,85.9%
680678,band_1,Low Early Assessment Score | Below-Average Engagement,ACTION REQUIRED: High Risk,85.9%
2499949,band_1,Below-Average Engagement | High Study Load,ACTION REQUIRED: High Risk,85.8%
626872,band_1,Low Early Assessment Score | Low Total Clicks | Low Active Days,ACTION REQUIRED: High Risk,85.8%
567013,band_1,Low Early Assessment Score | Low Total Clicks | Low Active Days,ACTION REQUIRED: High Risk,85.8%
618682,band_1,Low Early Assessment Score | Below-Average Engagement | Late Assessment Submission,ACTION REQUIRED: High Risk,85.8%
596988,band_1,Low Total Clicks | Low Active Days | Below-Average Engagement,ACTION REQUIRED: High Risk,85.8%
500522,band_1,Low Early Assessment Score | Below-Average Engagement | Late Assessment Submission,ACTION REQUIRED: High Risk,85.8%
537658,band_1,Low Total Clicks | Low Active Days | Below-Average Engagement,ACTION REQUIRED: High Risk,85.8%
521377,band_1,Low Total Clicks | Low Active Days | Below-Average Engagement,ACTION REQUIRED: High Risk,85.8%
334224,band_1,Below-Average Engagement | Previous Attempts,ACTION REQUIRED: High Risk,85.8%
2495352,band_1,Low Early Assessment Score | Below-Average Engagement,ACTION REQUIRED: High Risk,85.8%
596691,band_1,Low Total Clicks | Low Active Days | Below-Average Engagement,ACTION REQUIRED: High Risk,85.8%
620655,band_1,Low Early Assessment Score | Low Total Clicks | Low Active Days,ACTION REQUIRED: High Risk,85.8%
605940,band_1,Low Total Clicks | Low Active Days | Below-Average Engagement,ACTION REQUIRED: High Risk,85.8%
559838,band_1,Low Early Assessment Score | Below-Average Engagement,ACTION REQUIRED: High Risk,85.8%
628706,band_1,Low Early Assessment Score | Below-Average Engagement | Late Assessment Submission,ACTION REQUIRED: High Risk,85.8%
602011,band_1,Low Early Assessment Score | Below-Average Engagement | Late Assessment Submission,ACTION REQUIRED: High Risk,85.8%
599937,band_1,Low Early Assessment Score | Below-Average Engagement | Late Assessment Submission,ACTION REQUIRED: High Risk,85.8%
557751,band_1,Low Early Assessment Score | Below-Average Engagement | Late Assessment Submission,ACTION REQUIRED: High Risk,85.8%
440825,band_1,Below-Average Engagement | Previous Attempts | High Study Load,ACTION REQUIRED: High Risk,85.8%
627635,band_1,Low Early Assessment Score | Low Total Clicks | Low Active Days,ACTION REQUIRED: High Risk,85.7%
549078,band_1,Low Early Assessment Score | Low Total Clicks | Low Active Days,ACTION REQUIRED: High Risk,85.7%
2482994,band_1,Low Total Clicks | Low Active Days | Below-Average Engagement,ACTION REQUIRED: High Risk,85.7%
625207,band_1,Low Early Assessment Score | Below-Average Engagement | Late Assessment Submission,ACTION REQUIRED: High Risk,85.7%
67602,band_1,Low Early Assessment Score | Below-Average Engagement | Previous Attempts,ACTION REQUIRED: High Risk,85.7%
645867,band_1,Low Early Assessment Score | Below-Average Engagement | High Study Load,ACTION REQUIRED: High Risk,85.7%
349424,band_1,Low Early Assessment Score | Low Total Clicks | Low Active Days,ACTION REQUIRED: High Risk,85.7%
1449171,band_1,Low Early Assessment Score | Below-Average Engagement,ACTION REQUIRED: High Risk,85.7%
532534,band_1,Low Early Assessment Score | Below-Average Engagement | Late Assessment Submission,ACTION REQUIRED: High Risk,85.7%
382051,band_1,Low Early Assessment Score | Below-Average Engagement | Late Assessment Submission,ACTION REQUIRED: High Risk,85.7%
548993,band_1,Low Early Assessment Score | Below-Average Engagement | Late Assessment Submission,ACTION REQUIRED: High Risk,85.7%
589968,band_1,Low Early Assessment Score | Low Total Clicks | Low Active Days,ACTION REQUIRED: High Risk,85.7%
505930,band_1,Low Early Assessment Score | Below-Average Engagement,ACTION REQUIRED: High Risk,85.7%
599644,band_1,Low Early Assessment Score | Low Total Clicks | Low Active Days,ACTION REQUIRED: High Risk,85.7%
502833,band_1,Low Total Clicks | Low Active Days | Below-Average Engagement,ACTION REQUIRED: High Risk,85.7%
586543,band_1,Low Early Assessment Score | Below-Average Engagement | High Study Load,ACTION REQUIRED: High Risk,85.7%
698193,band_1,Below-Average Engagement | Late Assessment Submission | High Study Load,ACTION REQUIRED: High Risk,85.7%
488176,band_1,Low Early Assessment Score | Low Total Clicks | Low Active Days,ACTION REQUIRED: High Risk,85.6%
69494,band_1,Low Early Assessment Score | Late Assessment Submission | Previous Attempts,ACTION REQUIRED: High Risk,85.6%
2686609,band_1,Low Early Assessment Score | Below-Average Engagement | Late Assessment Submission,ACTION REQUIRED: High Risk,85.6%
590918,band_1,Low Early Assessment Score | Below-Average Engagement | High Study Load,ACTION REQUIRED: High Risk,85.6%
551053,band_1,Low Total Clicks | Low Active Days | Below-Average Engagement,ACTION REQUIRED: High Risk,85.6%
551017,band_1,Low Early Assessment Score | Below-Average Engagement | Late Assessment Submission,ACTION REQUIRED: High Risk,85.6%
313070,band_1,Low Early Assessment Score | Low Total Clicks | Low Active Days,ACTION REQUIRED: High Risk,85.6%
526051,band_1,Low Total Clicks | Low Active Days | Below-Average Engagement,ACTION REQUIRED: High Risk,85.6%
619851,band_1,Low Early Assessment Score | Low Total Clicks | Low Active Days,ACTION REQUIRED: High Risk,85.6%
610701,band_1,Low Early Assessment Score | Below-Average Engagement | High Study Load,ACTION REQUIRED: High Risk,85.6%
592657,band_1,Below-Average Engagement | Late Assessment Submission | High Study Load,ACTION REQUIRED: High Risk,85.6%
512404,band_1,Below-Average Engagement | Late Assessment Submission | High Study Load,ACTION REQUIRED: High Risk,85.6%
633395,band_1,Low Early Assessment Score | Below-Average Engagement | Late Assessment Submission,ACTION REQUIRED: High Risk,85.6%
572382,band_1,Low Early Assessment Score | Below-Average Engagement | Late Assessment Submission,ACTION REQUIRED: High Risk,85.6%
550711,band_1,Low Early Assessment Score | Below-Average Engagement | Late Assessment Submission,ACTION REQUIRED: High Risk,85.6%
2688202,band_1,Low Active Days | Below-Average Engagement | Previous Attempts,ACTION REQUIRED: High Risk,85.6%
521109,band_1,Below-Average Engagement | Late Assessment Submission | Previous Attempts,ACTION REQUIRED: High Risk,85.6%
693983,band_1,Low Early Assessment Score | Below-Average Engagement,ACTION REQUIRED: High Risk,85.6%
416860,band_1,Low Early Assessment Score | Below-Average Engagement | Late Assessment Submission,ACTION REQUIRED: High Risk,85.6%
613720,band_1,Low Early Assessment Score | Low Total Clicks | Low Active Days,ACTION REQUIRED: High Risk,85.6%
550246,band_1,Below-Average Engagement | High Study Load,ACTION REQUIRED: High Risk,85.6%
300594,band_1,Low Early Assessment Score | Below-Average Engagement | Late Assessment Submission,ACTION REQUIRED: High Risk,85.5%
610751,band_1,Low Early Assessment Score | Low Total Clicks | Low Active Days,ACTION REQUIRED: High Risk,85.5%
523239,band_1,Low Early Assessment Score | Below-Average Engagement | Late Assessment Submission,ACTION REQUIRED: High Risk,85.5%
332257,band_1,Low Early Assessment Score | Low Total Clicks | Low Active Days,ACTION REQUIRED: High Risk,85.5%
2630284,band_1,Low Active Days | Below-Average Engagement | Late Assessment Submission,ACTION REQUIRED: High Risk,85.5%
152867,band_1,Low Early Assessment Score | Low Total Clicks | Low Active Days,ACTION REQUIRED: High Risk,85.5%
536046,band_1,Below-Average Engagement | Late Assessment Submission | High Study Load,ACTION REQUIRED: High Risk,85.5%
593000,band_1,Low Total Clicks | Low Active Days | Below-Average Engagement,ACTION REQUIRED: High Risk,85.5%
554297,band_1,Low Early Assessment Score | Below-Average Engagement | Late Assessment Submission,ACTION REQUIRED: High Risk,85.5%
543663,band_1,Low Early Assessment Score | Below-Average Engagement | Late Assessment Submission,ACTION REQUIRED: High Risk,85.5%
597560,band_1,Low Total Clicks | Low Active Days | Below-Average Engagement,ACTION REQUIRED: High Risk,85.5%
511544,band_1,Low Total Clicks | Low Active Days | Below-Average Engagement,ACTION REQUIRED: High Risk,85.5%
287079,band_1,Low Total Clicks | Low Active Days | Below-Average Engagement,ACTION REQUIRED: High Risk,85.5%
589798,band_1,Low Total Clicks | Low Active Days | Below-Average Engagement,ACTION REQUIRED: High Risk,85.5%
474451,band_1,Low Early Assessment Score | Below-Average Engagement | Late Assessment Submission,ACTION REQUIRED: High Risk,85.5%
2435965,band_1,Below-Average Engagement | Late Assessment Submission | Previous Attempts,ACTION REQUIRED: High Risk,85.5%
431071,band_1,Low Total Clicks | Low Active Days | Below-Average Engagement,ACTION REQUIRED: High Risk,85.5%
483470,band_1,Low Total Clicks | Low Active Days | Below-Average Engagement,ACTION REQUIRED: High Risk,85.4%
474283,band_1,Low Early Assessment Score | Below-Average Engagement | Late Assessment Submission,ACTION REQUIRED: High Risk,85.4%
516685,band_1,Low Early Assessment Score | Below-Average Engagement | Late Assessment Submission,ACTION REQUIRED: High Risk,85.4%
534944,band_1,Low Active Days | Below-Average Engagement | Late Assessment Submission,ACTION REQUIRED: High Risk,85.4%
634957,band_1,Low Early Assessment Score | Below-Average Engagement | Late Assessment Submission,ACTION REQUIRED: High Risk,85.4%
625500,band_1,Low Active Days | Below-Average Engagement,ACTION REQUIRED: High Risk,85.4%
532575,band_1,Low Total Clicks | Low Active Days | Below-Average Engagement,ACTION REQUIRED: High Risk,85.4%
352161,band_1,Low Total Clicks | Low Active Days | Below-Average Engagement,ACTION REQUIRED: High Risk,85.4%
415187,band_1,Low Early Assessment Score | Low Total Clicks | Low Active Days,ACTION REQUIRED: High Risk,85.4%
432004,band_1,Low Early Assessment Score | Low Total Clicks | Low Active Days,ACTION REQUIRED: High Risk,85.4%
605556,band_1,Low Early Assessment Score | Low Total Clicks | Low Active Days,ACTION REQUIRED: High Risk,85.4%
1839386,band_1,Low Early Assessment Score | Below-Average Engagement | Late Assessment Submission,ACTION REQUIRED: High Risk,85.4%
544791,band_1,Low Early Assessment Score | Low Active Days | Below-Average Engagement,ACTION REQUIRED: High Risk,85.4%
605394,band_1,Low Total Clicks | Low Active Days | Below-Average Engagement,ACTION REQUIRED: High Risk,85.4%
558610,band_1,Low Total Clicks | Low Active Days | Below-Average Engagement,ACTION REQUIRED: High Risk,85.4%
382857,band_1,Low Active Days | Below-Average Engagement | Previous Attempts,ACTION REQUIRED: High Risk,85.4%
589147,band_1,Low Early Assessment Score | Low Total Clicks | Low Active Days,ACTION REQUIRED: High Risk,85.4%
568863,band_1,Low Early Assessment Score | Low Total Clicks | Low Active Days,ACTION REQUIRED: High Risk,85.4%
598757,band_1,Low Early Assessment Score | Low Active Days | Below-Average Engagement,ACTION REQUIRED: High Risk,85.3%
2682834,band_1,Low Early Assessment Score | Low Total Clicks | Low Active Days,ACTION REQUIRED: High Risk,85.3%
694705,band_1,Low Total Clicks | Below-Average Engagement | Late Assessment Submission,ACTION REQUIRED: High Risk,85.3%
571896,band_1,Low Early Assessment Score | Low Total Clicks | Low Active Days,ACTION REQUIRED: High Risk,85.3%
627050,band_1,Low Early Assessment Score | Low Total Clicks | Low Active Days,ACTION REQUIRED: High Risk,85.3%
631788,band_1,Low Early Assessment Score | Low Total Clicks | Low Active Days,ACTION REQUIRED: High Risk,85.3%
576416,band_1,Low Early Assessment Score | Low Total Clicks | Low Active Days,ACTION REQUIRED: High Risk,85.3%
593569,band_1,Low Early Assessment Score | Low Total Clicks | Low Active Days,ACTION REQUIRED: High Risk,85.3%
91041,band_1,Low Early Assessment Score | Low Total Clicks | Low Active Days,ACTION REQUIRED: High Risk,85.3%
612459,band_1,Low Early Assessment Score | Low Total Clicks | Low Active Days,ACTION REQUIRED: High Risk,85.3%
594727,band_1,Low Early Assessment Score | Low Total Clicks | Low Active Days,ACTION REQUIRED: High Risk,85.3%
646801,band_1,Low Early Assessment Score | Low Total Clicks | Low Active Days,ACTION REQUIRED: High Risk,85.3%
612207,band_1,Low Early Assessment Score | Low Total Clicks | Low Active Days,ACTION REQUIRED: High Risk,85.3%
523589,band_1,Low Early Assessment Score | High Study Load,ACTION REQUIRED: High Risk,85.3%
266558,band_1,Low Early Assessment Score | Below-Average Engagement | Late Assessment Submission,ACTION REQUIRED: High Risk,85.3%
2043916,band_1,Low Total Clicks | Low Active Days | Below-Average Engagement,ACTION REQUIRED: High Risk,85.3%
649120,band_1,Low Early Assessment Score | Low Total Clicks | Below-Average Engagement,ACTION REQUIRED: High Risk,85.3%
480981,band_1,Late Assessment Submission | Previous Attempts | High Study Load,ACTION REQUIRED: High Risk,85.3%
542394,band_1,Low Early Assessment Score | Below-Average Engagement | Late Assessment Submission,ACTION REQUIRED: High Risk,85.3%
232078,band_1,Low Early Assessment Score | Below-Average Engagement | Late Assessment Submission,ACTION REQUIRED: High Risk,85.3%
591619,band_1,Low Total Clicks | Low Active Days | Below-Average Engagement,ACTION REQUIRED: High Risk,85.3%
679207,band_1,Low Total Clicks | Low Active Days | Below-Average Engagement,ACTION REQUIRED: High Risk,85.3%
490530,band_1,Low Total Clicks | Below-Average Engagement | Previous Attempts,ACTION REQUIRED: High Risk,85.3%
580328,band_1,Low Early Assessment Score | Low Active Days | Below-Average Engagement,ACTION REQUIRED: High Risk,85.3%
620608,band_1,Low Total Clicks | Low Active Days | Below-Average Engagement,ACTION REQUIRED: High Risk,85.3%
488136,band_1,Below-Average Engagement | Previous Attempts | High Study Load,ACTION REQUIRED: High Risk,85.3%
599795,band_1,Low Early Assessment Score | Below-Average Engagement,ACTION REQUIRED: High Risk,85.3%
264281,band_1,Low Early Assessment Score | High Study Load,ACTION REQUIRED: High Risk,85.3%
588592,band_1,Low Total Clicks | Below-Average Engagement | Late Assessment Submission,ACTION REQUIRED: High Risk,85.3%
635473,band_1,Low Early Assessment Score | Low Total Clicks | Low Active Days,ACTION REQUIRED: High Risk,85.3%
282806,band_1,Below-Average Engagement | Previous Attempts,ACTION REQUIRED: High Risk,85.2%
630891,band_1,Low Early Assessment Score | Below-Average Engagement | Late Assessment Submission,ACTION REQUIRED: High Risk,85.2%
599649,band_1,Low Total Clicks | Low Active Days | Below-Average Engagement,ACTION REQUIRED: High Risk,85.2%
521255,band_1,Low Total Clicks | Low Active Days | Below-Average Engagement,ACTION REQUIRED: High Risk,85.2%
693812,band_1,Below-Average Engagement | Late Assessment Submission | High Study Load,ACTION REQUIRED: High Risk,85.2%
529723,band_1,Low Early Assessment Score | Low Active Days | Below-Average Engagement,ACTION REQUIRED: High Risk,85.2%
605545,band_1,Low Active Days | Below-Average Engagement | Previous Attempts,ACTION REQUIRED: High Risk,85.2%
122392,band_1,Low Early Assessment Score | Below-Average Engagement | Late Assessment Submission,ACTION REQUIRED: High Risk,85.2%
622315,band_1,Low Active Days | Below-Average Engagement | Previous Attempts,ACTION REQUIRED: High Risk,85.2%
493434,band_1,Low Total Clicks | Low Active Days | Below-Average Engagement,ACTION REQUIRED: High Risk,85.2%
525869,band_1,Low Early Assessment Score | Low Total Clicks | Low Active Days,ACTION REQUIRED: High Risk,85.2%
121182,band_1,Low Early Assessment Score | Low Total Clicks | Low Active Days,ACTION REQUIRED: High Risk,85.2%
637846,band_1,Low Early Assessment Score | Low Total Clicks | Low Active Days,ACTION REQUIRED: High Risk,85.2%
599529,band_1,Low Early Assessment Score | Low Total Clicks | Low Active Days,ACTION REQUIRED: High Risk,85.2%
546403,band_1,Low Total Clicks | Low Active Days | Below-Average Engagement,ACTION REQUIRED: High Risk,85.2%
594627,band_1,Low Total Clicks | Low Active Days | Below-Average Engagement,ACTION REQUIRED: High Risk,85.2%
2669206,band_1,Low Early Assessment Score | Below-Average Engagement | Late Assessment Submission,ACTION REQUIRED: High Risk,85.1%
502929,band_1,Low Early Assessment Score | Below-Average Engagement | Late Assessment Submission,ACTION REQUIRED: High Risk,85.1%
637348,band_1,Low Early Assessment Score | Low Total Clicks | Low Active Days,ACTION REQUIRED: High Risk,85.1%
625975,band_1,Low Early Assessment Score | Below-Average Engagement | Late Assessment Submission,ACTION REQUIRED: High Risk,85.1%
342466,band_1,Low Early Assessment Score | Low Total Clicks | Low Active Days,ACTION REQUIRED: High Risk,85.1%
600202,band_1,Low Early Assessment Score | Low Total Clicks | Low Active Days,ACTION REQUIRED: High Risk,85.1%
650630,band_1,Low Early Assessment Score | Low Total Clicks | Low Active Days,ACTION REQUIRED: High Risk,85.1%
522428,band_1,Low Total Clicks | Low Active Days | Below-Average Engagement,ACTION REQUIRED: High Risk,85.1%
633890,band_1,Low Early Assessment Score | Low Total Clicks | Low Active Days,ACTION REQUIRED: High Risk,85.1%
544639,band_1,Low Early Assessment Score | Low Total Clicks | Low Active Days,ACTION REQUIRED: High Risk,85.1%
2078353,band_1,Low Early Assessment Score | Below-Average Engagement | Late Assessment Submission,ACTION REQUIRED: High Risk,85.1%
405314,band_1,Low Total Clicks | Low Active Days | Below-Average Engagement,ACTION REQUIRED: High Risk,85.1%
263524,band_1,Low Early Assessment Score | Below-Average Engagement | Late Assessment Submission,ACTION REQUIRED: High Risk,85.1%
94964,band_1,Low Early Assessment Score | Below-Average Engagement | Late Assessment Submission,ACTION REQUIRED: High Risk,85.1%
165898,band_1,Low Early Assessment Score | Low Total Clicks | Low Active Days,ACTION REQUIRED: High Risk,85.1%
679373,band_1,Low Early Assessment Score | Low Total Clicks | Low Active Days,ACTION REQUIRED: High Risk,85.1%
608714,band_1,Low Early Assessment Score | Low Total Clicks | Low Active Days,ACTION REQUIRED: High Risk,85.1%
279883,band_1,Low Early Assessment Score | Low Total Clicks | Below-Average Engagement,ACTION REQUIRED: High Risk,85.1%
527775,band_1,Low Active Days | Below-Average Engagement | Previous Attempts,ACTION REQUIRED: High Risk,85.1%
1678014,band_1,Low Early Assessment Score | Below-Average Engagement | Late Assessment Submission,ACTION REQUIRED: High Risk,85.1%
622215,band_1,Low Early Assessment Score | Low Total Clicks | Low Active Days,ACTION REQUIRED: High Risk,85.1%
504034,band_1,Low Total Clicks | Low Active Days | Below-Average Engagement,ACTION REQUIRED: High Risk,85.0%
545045,band_1,Low Early Assessment Score | Below-Average Engagement | Late Assessment Submission,ACTION REQUIRED: High Risk,85.0%
268823,band_1,Low Total Clicks | Low Active Days | Below-Average Engagement,ACTION REQUIRED: High Risk,85.0%
654657,band_1,Low Early Assessment Score | Low Total Clicks | Low Active Days,ACTION REQUIRED: High Risk,85.0%
558134,band_1,Low Total Clicks | Low Active Days | Below-Average Engagement,ACTION REQUIRED: High Risk,85.0%
562929,band_1,Low Early Assessment Score | Late Assessment Submission | High Study Load,ACTION REQUIRED: High Risk,85.0%
568668,band_1,Low Early Assessment Score | Low Total Clicks | Low Active Days,ACTION REQUIRED: High Risk,85.0%
425314,band_1,Low Total Clicks | Low Active Days | Below-Average Engagement,ACTION REQUIRED: High Risk,85.0%
647784,band_1,Low Early Assessment Score | Below-Average Engagement,ACTION REQUIRED: High Risk,85.0%
614025,band_1,Low Early Assessment Score | Below-Average Engagement | Late Assessment Submission,ACTION REQUIRED: High Risk,85.0%
535460,band_1,Low Total Clicks | Low Active Days | Below-Average Engagement,ACTION REQUIRED: High Risk,85.0%
635079,band_1,Low Total Clicks | Low Active Days | Below-Average Engagement,ACTION REQUIRED: High Risk,85.0%
107084,band_1,Low Early Assessment Score | Below-Average Engagement | High Study Load,ACTION REQUIRED: High Risk,85.0%
157310,band_1,Low Total Clicks | Low Active Days | Below-Average Engagement,ACTION REQUIRED: High Risk,85.0%
2442685,band_1,Low Total Clicks | Low Active Days | Below-Average Engagement,ACTION REQUIRED: High Risk,85.0%
599499,band_1,Low Early Assessment Score | Low Total Clicks | Low Active Days,ACTION REQUIRED: High Risk,85.0%
545384,band_1,Below-Average Engagement | High Study Load,ACTION REQUIRED: High Risk,85.0%
632641,band_1,Low Early Assessment Score | Below-Average Engagement | Late Assessment Submission,ACTION REQUIRED: High Risk,85.0%
604655,band_1,Low Early Assessment Score | Low Total Clicks | Low Active Days,ACTION REQUIRED: High Risk,85.0%
684305,band_1,Low Early Assessment Score | Below-Average Engagement | High Study Load,ACTION REQUIRED: High Risk,84.9%
574529,band_1,Low Early Assessment Score | Low Active Days | Below-Average Engagement,ACTION REQUIRED: High Risk,84.9%
544467,band_1,Low Early Assessment Score | Below-Average Engagement | Late Assessment Submission,ACTION REQUIRED: High Risk,84.9%
597166,band_1,Low Early Assessment Score | Below-Average Engagement | Late Assessment Submission,ACTION REQUIRED: High Risk,84.9%
634523,band_1,Low Early Assessment Score | Low Active Days | Below-Average Engagement,ACTION REQUIRED: High Risk,84.9%
338806,band_1,Low Total Clicks | Below-Average Engagement | Previous Attempts,ACTION REQUIRED: High Risk,84.9%
680626,band_1,Low Early Assessment Score | Low Total Clicks | Below-Average Engagement,ACTION REQUIRED: High Risk,84.9%
399203,band_1,Low Early Assessment Score | Below-Average Engagement | Previous Attempts,ACTION REQUIRED: High Risk,84.9%
513356,band_1,Low Total Clicks | Low Active Days | Below-Average Engagement,ACTION REQUIRED: High Risk,84.9%
596441,band_1,Low Early Assessment Score | Low Active Days | Below-Average Engagement,ACTION REQUIRED: High Risk,84.9%
321744,band_1,Low Early Assessment Score | Below-Average Engagement | Late Assessment Submission,ACTION REQUIRED: High Risk,84.9%
2338535,band_1,Low Early Assessment Score | Below-Average Engagement | Late Assessment Submission,ACTION REQUIRED: High Risk,84.9%
616354,band_1,Low Early Assessment Score | Low Total Clicks | Low Active Days,ACTION REQUIRED: High Risk,84.9%
2628025,band_1,Low Early Assessment Score | Below-Average Engagement | Late Assessment Submission,ACTION REQUIRED: High Risk,84.9%
575398,band_1,Low Early Assessment Score | Below-Average Engagement | Late Assessment Submission,ACTION REQUIRED: High Risk,84.9%
2073016,band_1,Low Total Clicks | Low Active Days | Below-Average Engagement,ACTION REQUIRED: High Risk,84.9%
610302,band_1,Low Early Assessment Score | Low Total Clicks | Low Active Days,ACTION REQUIRED: High Risk,84.9%
602150,band_1,Low Total Clicks | Low Active Days | Below-Average Engagement,ACTION REQUIRED: High Risk,84.9%
431136,band_1,Low Early Assessment Score | Below-Average Engagement | Late Assessment Submission,ACTION REQUIRED: High Risk,84.9%
573291,band_1,Low Total Clicks | Low Active Days | Below-Average Engagement,ACTION REQUIRED: High Risk,84.8%
633341,band_1,Low Early Assessment Score | Below-Average Engagement | Late Assessment Submission,ACTION REQUIRED: High Risk,84.8%
70214,band_1,Low Early Assessment Score | Below-Average Engagement | Late Assessment Submission,ACTION REQUIRED: High Risk,84.8%
558955,band_1,Low Early Assessment Score | Low Total Clicks | Below-Average Engagement,ACTION REQUIRED: High Risk,84.8%
307932,band_1,Low Early Assessment Score | Below-Average Engagement | Late Assessment Submission,ACTION REQUIRED: High Risk,84.8%
